2021-08-04 19:00:59 startup archives install
2022-05-12 06:44:06 status unpacked libxslt1.1:amd64 1.1.28-2.1ubuntu0.3
2022-05-12 06:44:06 status unpacked libxslt1.1:amd64 1.1.28-2.1ubuntu0.3
2022-05-12 06:44:06 install libwebkit2gtk-4.0-37:amd64 <none> 2.20.5-0ubuntu0.16.04.1
2022-05-12 06:44:06 status half-installed libwebkit2gtk-4.0-37:amd64 2.20.5-0ubuntu0.16.04.1
2022-05-12 06:44:07 status unpacked libwebkit2gtk-4.0-37:amd64 2.20.5-0ubuntu0.16.04.1
2022-05-12 06:44:07 status unpacked libwebkit2gtk-4.0-37:amd64 2.20.5-0ubuntu0.16.04.1
2022-05-12 06:44:07 install libyelp0:amd64 <none> 3.18.1-1ubuntu4
2022-05-12 06:44:07 status half-installed libyelp0:amd64 3.18.1-1ubuntu4
2022-05-12 06:44:07 status unpacked libyelp0:amd64 3.18.1-1ubuntu4
2022-05-12 06:44:07 status unpacked libyelp0:amd64 3.18.1-1ubuntu4
2022-05-12 06:44:07 install yelp-xsl:all <none> 3.18.1-1
2022-05-12 06:44:07 status half-installed yelp-xsl:all 3.18.1-1
2022-05-12 06:44:07 status unpacked yelp-xsl:all 3.18.1-1
2022-05-12 06:44:07 status unpacked yelp-xsl:all 3.18.1-1
2022-05-12 06:44:07 install yelp:amd64 <none> 3.18.1-1ubuntu4
2022-05-12 06:44:07 status half-installed yelp:amd64 3.18.1-1ubuntu4
2022-05-12 06:44:07 status half-installed yelp:amd64 3.18.1-1ubuntu4
2022-05-12 06:44:07 status unpacked yelp:amd64 3.18.1-1ubuntu4
2022-05-12 06:44:07 status unpacked yelp:amd64 3.18.1-1ubuntu4
2022-05-12 06:44:07 install gnome-user-guide:all <none> 3.18.1-1
2022-05-12 06:44:07 status half-installed gnome-user-guide:all 3.18.1-1
2022-05-12 06:44:08 status unpacked gnome-user-guide:all 3.18.1-1
2022-05-12 06:44:08 status unpacked gnome-user-guide:all 3.18.1-1
2022-05-12 06:44:08 install libvisual-0.4-0:amd64 <none> 0.4.0-8
2022-05-12 06:44:08 status half-installed libvisual-0.4-0:amd64 0.4.0-8
2022-05-12 06:44:08 status unpacked libvisual-0.4-0:amd64 0.4.0-8
2022-05-12 06:44:08 status unpacked libvisual-0.4-0:amd64 0.4.0-8
2022-05-12 06:44:08 install gstreamer1.0-plugins-base:amd64 <none> 1.8.3-1ubuntu0.3
2022-05-12 06:44:08 status half-installed gstreamer1.0-plugins-base:amd64 1.8.3-1ubuntu0.3
2022-05-12 06:44:08 status unpacked gstreamer1.0-plugins-base:amd64 1.8.3-1ubuntu0.3
2022-05-12 06:44:08 status unpacked gstreamer1.0-plugins-base:amd64 1.8.3-1ubuntu0.3
2022-05-12 06:44:09 install libaa1:amd64 <none> 1.4p5-44build1
2022-05-12 06:44:09 status half-installed libaa1:amd64 1.4p5-44build1
2022-05-12 06:44:09 status unpacked libaa1:amd64 1.4p5-44build1
2022-05-12 06:44:09 status unpacked libaa1:amd64 1.4p5-44build1
2022-05-12 06:44:09 install libavc1394-0:amd64 <none> 0.5.4-4
2022-05-12 06:44:09 status half-installed libavc1394-0:amd64 0.5.4-4
2022-05-12 06:44:09 status unpacked libavc1394-0:amd64 0.5.4-4
2022-05-12 06:44:09 status unpacked libavc1394-0:amd64 0.5.4-4
2022-05-12 06:44:09 install libdv4:amd64 <none> 1.0.0-7
2022-05-12 06:44:09 status half-installed libdv4:amd64 1.0.0-7
2022-05-12 06:44:09 status unpacked libdv4:amd64 1.0.0-7
2022-05-12 06:44:09 status unpacked libdv4:amd64 1.0.0-7
2022-05-12 06:44:09 install libgstreamer-plugins-good1.0-0:amd64 <none> 1.8.3-1ubuntu0.5
2022-05-12 06:44:09 status half-installed libgstreamer-plugins-good1.0-0:amd64 1.8.3-1ubuntu0.5
2022-05-12 06:44:09 status unpacked libgstreamer-plugins-good1.0-0:amd64 1.8.3-1ubuntu0.5
2022-05-12 06:44:09 status unpacked libgstreamer-plugins-good1.0-0:amd64 1.8.3-1ubuntu0.5
2022-05-12 06:44:09 install libjack-jackd2-0:amd64 <none> 1.9.10+20150825git1ed50c92~dfsg-1ubuntu1
2022-05-12 06:44:09 status half-installed libjack-jackd2-0:amd64 1.9.10+20150825git1ed50c92~dfsg-1ubuntu1
2022-05-12 06:44:09 status unpacked libjack-jackd2-0:amd64 1.9.10+20150825git1ed50c92~dfsg-1ubuntu1
2022-05-12 06:44:09 status unpacked libjack-jackd2-0:amd64 1.9.10+20150825git1ed50c92~dfsg-1ubuntu1
2022-05-12 06:44:09 install libtag1v5-vanilla:amd64 <none> 1.9.1-2.4ubuntu1
2022-05-12 06:44:09 status half-installed libtag1v5-vanilla:amd64 1.9.1-2.4ubuntu1
2022-05-12 06:44:09 status unpacked libtag1v5-vanilla:amd64 1.9.1-2.4ubuntu1
2022-05-12 06:44:09 status unpacked libtag1v5-vanilla:amd64 1.9.1-2.4ubuntu1
2022-05-12 06:44:09 install libtag1v5:amd64 <none> 1.9.1-2.4ubuntu1
2022-05-12 06:44:09 status half-installed libtag1v5:amd64 1.9.1-2.4ubuntu1
2022-05-12 06:44:09 status unpacked libtag1v5:amd64 1.9.1-2.4ubuntu1
2022-05-12 06:44:09 status unpacked libtag1v5:amd64 1.9.1-2.4ubuntu1
2022-05-12 06:44:09 install libv4lconvert0:amd64 <none> 1.10.0-1
2022-05-12 06:44:09 status half-installed libv4lconvert0:amd64 1.10.0-1
2022-05-12 06:44:09 status unpacked libv4lconvert0:amd64 1.10.0-1
2022-05-12 06:44:09 status unpacked libv4lconvert0:amd64 1.10.0-1
2022-05-12 06:44:09 install libv4l-0:amd64 <none> 1.10.0-1
2022-05-12 06:44:09 status half-installed libv4l-0:amd64 1.10.0-1
2022-05-12 06:44:09 status unpacked libv4l-0:amd64 1.10.0-1
2022-05-12 06:44:09 status unpacked libv4l-0:amd64 1.10.0-1
2022-05-12 06:44:09 install libwavpack1:amd64 <none> 4.75.2-2ubuntu0.2
2022-05-12 06:44:09 status half-installed libwavpack1:amd64 4.75.2-2ubuntu0.2
2022-05-12 06:44:09 status unpacked libwavpack1:amd64 4.75.2-2ubuntu0.2
2022-05-12 06:44:09 status unpacked libwavpack1:amd64 4.75.2-2ubuntu0.2
2022-05-12 06:44:09 install gstreamer1.0-plugins-good:amd64 <none> 1.8.3-1ubuntu0.5
2022-05-12 06:44:09 status half-installed gstreamer1.0-plugins-good:amd64 1.8.3-1ubuntu0.5
2022-05-12 06:44:09 status unpacked gstreamer1.0-plugins-good:amd64 1.8.3-1ubuntu0.5
2022-05-12 06:44:10 status unpacked gstreamer1.0-plugins-good:amd64 1.8.3-1ubuntu0.5
2022-05-12 06:44:10 install gstreamer1.0-x:amd64 <none> 1.8.3-1ubuntu0.3
2022-05-12 06:44:10 status half-installed gstreamer1.0-x:amd64 1.8.3-1ubuntu0.3
2022-05-12 06:44:10 status unpacked gstreamer1.0-x:amd64 1.8.3-1ubuntu0.3
2022-05-12 06:44:10 status unpacked gstreamer1.0-x:amd64 1.8.3-1ubuntu0.3
2022-05-12 06:44:10 install libgphoto2-l10n:all <none> 2.5.9-3
2022-05-12 06:44:10 status half-installed libgphoto2-l10n:all 2.5.9-3
2022-05-12 06:44:10 status unpacked libgphoto2-l10n:all 2.5.9-3
2022-05-12 06:44:10 status unpacked libgphoto2-l10n:all 2.5.9-3
2022-05-12 06:44:10 install libgtk2.0-common:all <none> 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status half-installed libgtk2.0-common:all 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status unpacked libgtk2.0-common:all 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status unpacked libgtk2.0-common:all 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 install libgtk2.0-0:amd64 <none> 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status half-installed libgtk2.0-0:amd64 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status unpacked libgtk2.0-0:amd64 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status unpacked libgtk2.0-0:amd64 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 install libgtk2.0-bin:amd64 <none> 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status half-installed libgtk2.0-bin:amd64 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status unpacked libgtk2.0-bin:amd64 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 status unpacked libgtk2.0-bin:amd64 2.24.30-1ubuntu1.16.04.2
2022-05-12 06:44:10 install libwebkit2gtk-4.0-37-gtk2:amd64 <none> 2.20.5-0ubuntu0.16.04.1
2022-05-12 06:44:10 status half-installed libwebkit2gtk-4.0-37-gtk2:amd64 2.20.5-0ubuntu0.16.04.1
2022-05-12 06:44:11 status unpacked libwebkit2gtk-4.0-37-gtk2:amd64 2.20.5-0ubuntu0.16.04.1
2022-05-12 06:44:11 status unpacked libwebkit2gtk-4.0-37-gtk2:amd64 2.20.5-0ubuntu0.16.04.1
2022-05-12 06:44:11 install notification-daemon:amd64 <none> 3.18.2-1
2022-05-12 06:44:11 status half-installed notification-daemon:amd64 3.18.2-1
2022-05-12 06:44:11 status unpacked notification-daemon:amd64 3.18.2-1
2022-05-12 06:44:11 status unpacked notification-daemon:amd64 3.18.2-1
2022-05-12 06:44:11 install zenity-common:all <none> 3.18.1.1-1ubuntu2
2022-05-12 06:44:11 status half-installed zenity-common:all 3.18.1.1-1ubuntu2
2022-05-12 06:44:11 status unpacked zenity-common:all 3.18.1.1-1ubuntu2
2022-05-12 06:44:11 status unpacked zenity-common:all 3.18.1.1-1ubuntu2
2022-05-12 06:44:11 install zenity:amd64 <none> 3.18.1.1-1ubuntu2
2022-05-12 06:44:11 status half-installed zenity:amd64 3.18.1.1-1ubuntu2
2022-05-12 06:44:11 status unpacked zenity:amd64 3.18.1.1-1ubuntu2
2022-05-12 06:44:11 status unpacked zenity:amd64 3.18.1.1-1ubuntu2
2022-05-12 06:44:11 trigproc mime-support:all 3.59ubuntu1 <none>
2022-05-12 06:44:11 status half-configured mime-support:all 3.59ubuntu1
2022-05-12 06:44:11 status installed mime-support:all 3.59ubuntu1
2022-05-12 06:44:11 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2022-05-12 06:44:11 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2022-05-12 06:44:11 status installed libc-bin:amd64 2.23-0ubuntu11.3
2022-05-12 06:44:11 trigproc libglib2.0-0:amd64 2.48.2-0ubuntu4.8 <none>
2022-05-12 06:44:11 status half-configured libglib2.0-0:amd64 2.48.2-0ubuntu4.8
2022-05-12 06:44:11 status installed libglib2.0-0:amd64 2.48.2-0ubuntu4.8
2022-05-12 06:44:11 trigproc systemd:amd64 229-4ubuntu21.31 <none>
2022-05-12 06:44:11 status half-configured systemd:amd64 229-4ubuntu21.31
2022-05-12 06:44:11 status installed systemd:amd64 229-4ubuntu21.31
2022-05-12 06:44:11 trigproc dbus:amd64 1.10.6-1ubuntu3.6 <none>
2022-05-12 06:44:11 status half-configured dbus:amd64 1.10.6-1ubuntu3.6
2022-05-12 06:44:11 status installed dbus:amd64 1.10.6-1ubuntu3.6
2022-05-12 06:44:11 startup packages configure
2022-05-12 06:44:11 configure groff-base:amd64 1.22.3-7 <none>
2022-05-12 06:44:11 status unpacked groff-base:amd64 1.22.3-7
2022-05-12 06:44:11 status unpacked groff-base:amd64 1.22.3-7
2022-05-12 06:44:11 status unpacked groff-base:amd64 1.22.3-7
2022-05-12 06:44:11 status half-configured groff-base:amd64 1.22.3-7
2022-05-12 06:44:11 status installed groff-base:amd64 1.22.3-7
2022-05-12 06:44:11 configure bsdmainutils:amd64 9.0.6ubuntu3 <none>
2022-05-12 06:44:11 status unpacked bsdmainutils:amd64 9.0.6ubuntu3
2022-05-12 06:44:11 status unpacked bsdmainutils:amd64 9.0.6ubuntu3
2022-05-12 06:44:11 status unpacked bsdmainutils:amd64 9.0.6ubuntu3
2022-05-12 06:44:11 status unpacked bsdmainutils:amd64 9.0.6ubuntu3
2022-05-12 06:44:11 status half-configured bsdmainutils:amd64 9.0.6ubuntu3
2022-05-12 06:44:11 status installed bsdmainutils:amd64 9.0.6ubuntu3
2022-05-12 06:44:11 configure man-db:amd64 2.7.5-1 <none>
2022-05-12 06:44:11 status unpacked man-db:amd64 2.7.5-1
2022-05-12 06:44:11 status unpacked man-db:amd64 2.7.5-1
2022-05-12 06:44:11 status unpacked man-db:amd64 2.7.5-1
2022-05-12 06:44:12 status unpacked man-db:amd64 2.7.5-1
2022-05-12 06:44:12 status half-configured man-db:amd64 2.7.5-1
2022-05-12 06:44:17 status installed man-db:amd64 2.7.5-1
2022-05-12 06:44:17 configure fonts-dejavu-core:all 2.35-1 <none>
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status unpacked fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status half-configured fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 status installed fonts-dejavu-core:all 2.35-1
2022-05-12 06:44:17 configure fontconfig-config:all 2.11.94-0ubuntu1.1 <none>
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status unpacked fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status half-configured fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status installed fontconfig-config:all 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 configure libfreetype6:amd64 2.6.1-0.1ubuntu2.5 <none>
2022-05-12 06:44:17 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2022-05-12 06:44:17 status unpacked libfreetype6:amd64 2.6.1-0.1ubuntu2.5
2022-05-12 06:44:17 status half-configured libfreetype6:amd64 2.6.1-0.1ubuntu2.5
2022-05-12 06:44:17 status installed libfreetype6:amd64 2.6.1-0.1ubuntu2.5
2022-05-12 06:44:17 configure libfontconfig1:amd64 2.11.94-0ubuntu1.1 <none>
2022-05-12 06:44:17 status unpacked libfontconfig1:amd64 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status half-configured libfontconfig1:amd64 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status installed libfontconfig1:amd64 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 configure fontconfig:amd64 2.11.94-0ubuntu1.1 <none>
2022-05-12 06:44:17 status unpacked fontconfig:amd64 2.11.94-0ubuntu1.1
2022-05-12 06:44:17 status half-configured fontconfig:amd64 2.11.94-0ubuntu1.1
2022-05-12 06:44:19 status installed fontconfig:amd64 2.11.94-0ubuntu1.1
2022-05-12 06:44:19 configure libcdparanoia0:amd64 3.10.2+debian-11 <none>
2022-05-12 06:44:19 status unpacked libcdparanoia0:amd64 3.10.2+debian-11
2022-05-12 06:44:19 status half-configured libcdparanoia0:amd64 3.10.2+debian-11
2022-05-12 06:44:20 status installed libcdparanoia0:amd64 3.10.2+debian-11
2022-05-12 06:44:20 configure libraw1394-11:amd64 2.1.1-2 <none>
2022-05-12 06:44:20 status unpacked libraw1394-11:amd64 2.1.1-2
2022-05-12 06:44:20 status half-configured libraw1394-11:amd64 2.1.1-2
2022-05-12 06:44:20 status installed libraw1394-11:amd64 2.1.1-2
2022-05-12 06:44:20 configure libiec61883-0:amd64 1.2.0-0.2 <none>
2022-05-12 06:44:20 status unpacked libiec61883-0:amd64 1.2.0-0.2
2022-05-12 06:44:20 status half-configured libiec61883-0:amd64 1.2.0-0.2
2022-05-12 06:44:20 status installed libiec61883-0:amd64 1.2.0-0.2
2022-05-12 06:44:20 configure libieee1284-3:amd64 0.2.11-12 <none>
2022-05-12 06:44:20 status unpacked libieee1284-3:amd64 0.2.11-12
2022-05-12 06:44:20 status half-configured libieee1284-3:amd64 0.2.11-12
2022-05-12 06:44:20 status installed libieee1284-3:amd64 0.2.11-12
2022-05-12 06:44:20 configure libjbig0:amd64 2.1-3.1 <none>
2022-05-12 06:44:20 status unpacked libjbig0:amd64 2.1-3.1
2022-05-12 06:44:20 status half-configured libjbig0:amd64 2.1-3.1
2022-05-12 06:44:20 status installed libjbig0:amd64 2.1-3.1
2022-05-12 06:44:20 configure libtiff5:amd64 4.0.6-1ubuntu0.8 <none>
2022-05-12 06:44:20 status unpacked libtiff5:amd64 4.0.6-1ubuntu0.8
2022-05-12 06:44:20 status half-configured libtiff5:amd64 4.0.6-1ubuntu0.8
2022-05-12 06:44:20 status installed libtiff5:amd64 4.0.6-1ubuntu0.8
2022-05-12 06:44:20 configure libgdk-pixbuf2.0-common:all 2.32.2-1ubuntu1.6 <none>
2022-05-12 06:44:20 status unpacked libgdk-pixbuf2.0-common:all 2.32.2-1ubuntu1.6
2022-05-12 06:44:20 status half-configured libgdk-pixbuf2.0-common:all 2.32.2-1ubuntu1.6
2022-05-12 06:44:20 status installed libgdk-pixbuf2.0-common:all 2.32.2-1ubuntu1.6
2022-05-12 06:44:20 configure libgdk-pixbuf2.0-0:amd64 2.32.2-1ubuntu1.6 <none>
2022-05-12 06:44:20 status unpacked libgdk-pixbuf2.0-0:amd64 2.32.2-1ubuntu1.6
2022-05-12 06:44:20 status half-configured libgdk-pixbuf2.0-0:amd64 2.32.2-1ubuntu1.6
2022-05-12 06:44:20 status installed libgdk-pixbuf2.0-0:amd64 2.32.2-1ubuntu1.6
2022-05-12 06:44:20 configure libnotify4:amd64 0.7.6-2svn1 <none>
2022-05-12 06:44:20 status unpacked libnotify4:amd64 0.7.6-2svn1
2022-05-12 06:44:20 status half-configured libnotify4:amd64 0.7.6-2svn1
2022-05-12 06:44:20 status installed libnotify4:amd64 0.7.6-2svn1
2022-05-12 06:44:20 configure libproxy1v5:amd64 0.4.11-5ubuntu1.2 <none>
2022-05-12 06:44:20 status unpacked libproxy1v5:amd64 0.4.11-5ubuntu1.2
2022-05-12 06:44:20 status half-configured libproxy1v5:amd64 0.4.11-5ubuntu1.2
2022-05-12 06:44:20 status installed libproxy1v5:amd64 0.4.11-5ubuntu1.2
2022-05-12 06:44:20 configure glib-networking-common:all 2.48.2-1~ubuntu16.04.2 <none>
2022-05-12 06:44:20 status unpacked glib-networking-common:all 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 status half-configured glib-networking-common:all 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 status installed glib-networking-common:all 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 configure glib-networking-services:amd64 2.48.2-1~ubuntu16.04.2 <none>
2022-05-12 06:44:20 status unpacked glib-networking-services:amd64 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 status half-configured glib-networking-services:amd64 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 status installed glib-networking-services:amd64 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 configure libdconf1:amd64 0.24.0-2 <none>
2022-05-12 06:44:20 status unpacked libdconf1:amd64 0.24.0-2
2022-05-12 06:44:20 status half-configured libdconf1:amd64 0.24.0-2
2022-05-12 06:44:20 status installed libdconf1:amd64 0.24.0-2
2022-05-12 06:44:20 configure dconf-service:amd64 0.24.0-2 <none>
2022-05-12 06:44:20 status unpacked dconf-service:amd64 0.24.0-2
2022-05-12 06:44:20 status half-configured dconf-service:amd64 0.24.0-2
2022-05-12 06:44:20 status installed dconf-service:amd64 0.24.0-2
2022-05-12 06:44:20 configure dconf-gsettings-backend:amd64 0.24.0-2 <none>
2022-05-12 06:44:20 status unpacked dconf-gsettings-backend:amd64 0.24.0-2
2022-05-12 06:44:20 status half-configured dconf-gsettings-backend:amd64 0.24.0-2
2022-05-12 06:44:20 status installed dconf-gsettings-backend:amd64 0.24.0-2
2022-05-12 06:44:20 configure gsettings-desktop-schemas:all 3.18.1-1ubuntu1 <none>
2022-05-12 06:44:20 status unpacked gsettings-desktop-schemas:all 3.18.1-1ubuntu1
2022-05-12 06:44:20 status half-configured gsettings-desktop-schemas:all 3.18.1-1ubuntu1
2022-05-12 06:44:20 status installed gsettings-desktop-schemas:all 3.18.1-1ubuntu1
2022-05-12 06:44:20 configure glib-networking:amd64 2.48.2-1~ubuntu16.04.2 <none>
2022-05-12 06:44:20 status unpacked glib-networking:amd64 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 status half-configured glib-networking:amd64 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 status installed glib-networking:amd64 2.48.2-1~ubuntu16.04.2
2022-05-12 06:44:20 configure libsoup2.4-1:amd64 2.52.2-1ubuntu0.3 <none>
2022-05-12 06:44:20 status unpacked libsoup2.4-1:amd64 2.52.2-1ubuntu0.3
2022-05-12 06:44:20 status half-configured libsoup2.4-1:amd64 2.52.2-1ubuntu0.3
2022-05-12 06:44:20 status installed libsoup2.4-1:amd64 2.52.2-1ubuntu0.3
2022-05-12 06:44:20 configure libsoup-gnome2.4-1:amd64 2.52.2-1ubuntu0.3 <none>
2022-05-12 06:44:20 status unpacked libsoup-gnome2.4-1:amd64 2.52.2-1ubuntu0.3
2022-05-12 06:44:20 status half-configured libsoup-gnome2.4-1:amd64 2.52.2-1ubuntu0.3
2022-05-12 06:44:20 status installed libsoup-gnome2.4-1:amd64 2.52.2-1ubuntu0.3
2022-05-12 06:44:20 configure librest-0.7-0:amd64 0.7.93-1 <none>
2022-05-12 06:44:20 status unpacked librest-0.7-0:amd64 0.7.93-1
2022-05-12 06:44:20 status half-configured librest-0.7-0:amd64 0.7.93-1
2022-05-12 06:44:20 status installed librest-0.7-0:amd64 0.7.93-1
2022-05-12 06:44:20 configure libsamplerate0:amd64 0.1.8-8 <none>
2022-05-12 06:44:20 status unpacked libsamplerate0:amd64 0.1.8-8
2022-05-12 06:44:20 status half-configured libsamplerate0:amd64 0.1.8-8
2022-05-12 06:44:20 status installed libsamplerate0:amd64 0.1.8-8
2022-05-12 06:44:20 configure libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3 <none>
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
2022-05-12 06:44:20 status unpacked libsane-common:all 1.0.25+git20150528-1ubuntu2.16.04.3
